name,dc_whole,dc_core,dc_enh,hd95_whole,hd95_core,hd95_enh
BRATS_32088.nii.gz,0.8944,0.8480,0.8581,1.000,1.000,1.000
BRATS_32089.nii.gz,0.8985,0.8349,0.8045,1.000,1.414,2.000
BRATS_32090.nii.gz,0.9127,0.8440,0.8033,1.000,1.000,1.000
BRATS_32091.nii.gz,0.9323,0.8612,0.8121,1.000,1.000,1.000
BRATS_32092.nii.gz,0.9336,0.8515,0.8066,1.000,1.000,1.000
BRATS_32093.nii.gz,0.9312,0.8435,0.8274,1.000,1.000,1.000
BRATS_32094.nii.gz,0.9207,0.8493,0.8316,1.000,1.000,1.145
BRATS_32095.nii.gz,0.9337,0.8637,0.8355,1.000,1.000,1.000
BRATS_32096.nii.gz,0.9360,0.8672,0.8343,1.000,1.000,1.000
BRATS_32097.nii.gz,0.9277,0.8547,0.8406,1.000,1.000,1.000
BRATS_32098.nii.gz,0.9195,0.8456,0.8563,1.000,1.414,1.000
BRATS_32099.nii.gz,0.9200,0.8466,0.8637,1.000,1.414,1.000
BRATS_32100.nii.gz,0.9146,0.8372,0.8642,1.000,2.000,1.000
BRATS_32101.nii.gz,0.9074,0.8328,0.8461,1.414,1.531,1.000
BRATS_32102.nii.gz,0.9217,0.8429,0.8404,1.000,1.414,1.000
BRATS_32103.nii.gz,0.9461,0.8663,0.8423,1.000,1.000,1.000
BRATS_32104.nii.gz,0.9511,0.8762,0.8569,0.000,1.000,1.000
BRATS_32105.nii.gz,0.9562,0.8768,0.8472,0.000,1.000,1.000
BRATS_32106.nii.gz,0.9521,0.8765,0.8505,0.000,1.000,1.000
BRATS_32107.nii.gz,0.9417,0.8632,0.8859,1.000,1.414,1.000
BRATS_32256.nii.gz,0.4981,0.4948,0.0000,12.000,12.000,373.129
BRATS_32257.nii.gz,0.5764,0.5754,0.0000,13.038,13.038,373.129
BRATS_32258.nii.gz,0.6068,0.6060,0.0000,12.000,14.632,373.129
BRATS_32259.nii.gz,0.7806,0.7801,0.0000,5.000,5.000,30.396
BRATS_32260.nii.gz,0.8328,0.8314,1.0000,3.000,3.000,0.000
BRATS_32261.nii.gz,0.8765,0.8762,1.0000,2.000,2.000,0.000
BRATS_32262.nii.gz,0.9078,0.9085,1.0000,1.000,1.000,0.000
BRATS_32263.nii.gz,0.9251,0.9249,1.0000,1.000,1.000,0.000
BRATS_32264.nii.gz,0.9316,0.9316,1.0000,1.000,1.000,0.000
BRATS_32265.nii.gz,0.9323,0.9323,0.0000,1.000,1.000,373.129
BRATS_32266.nii.gz,0.9277,0.9277,0.0000,1.000,1.000,373.129
BRATS_32267.nii.gz,0.9170,0.9135,0.3761,1.414,1.414,7.000
BRATS_32268.nii.gz,0.9035,0.8950,0.6518,2.000,2.000,2.828
BRATS_32269.nii.gz,0.8782,0.8647,0.6959,2.236,2.236,10.411
BRATS_32270.nii.gz,0.8672,0.8554,0.6801,2.828,2.828,9.487
BRATS_32271.nii.gz,0.8726,0.8510,0.6398,2.236,2.236,9.000
BRATS_32272.nii.gz,0.9129,0.8971,0.6881,1.414,1.414,8.526
BRATS_32273.nii.gz,0.9242,0.9007,0.7185,1.000,1.414,5.657
BRATS_32274.nii.gz,0.9320,0.9089,0.7823,1.000,1.000,2.236
BRATS_32275.nii.gz,0.9292,0.8940,0.8494,1.000,1.414,1.414
BRATS_32424.nii.gz,0.8284,0.7847,0.8560,3.606,3.606,1.000
