,trainer_class,dc_whole,dc_core,dc_enh,hd95_whole,hd95_core,hd95_enh
0,nnUNetTrainerV2_mlia,0.8702206845238096,0.8522863095238096,0.8999816964285707,14.897258928571432,15.114059523809528,11.747526785714285
1,nnUNetTrainerV2BraTSRegions,0.8762555059523827,0.8574196428571432,0.8936142857142851,11.000735119047615,11.23717559523809,13.965800595238095
2,nnUNetTrainerV2BraTSRegions_DA3_BN_BD,0.8729229166666664,0.8532230654761913,0.8976270833333325,13.857586309523814,14.095421130952385,12.855635416666665
3,nnUNetTrainerV2BraTSRegions_DA4_BN_BD,0.8766522321428574,0.8573526785714288,0.9030933035714284,13.767099702380952,14.014690476190484,11.174296130952378
