name,dc_whole,dc_core,dc_enh,hd95_whole,hd95_core,hd95_enh
BRATS_33433.nii.gz,0.9248,0.8288,0.8209,1.000,1.414,1.000
BRATS_33434.nii.gz,0.9039,0.7854,0.7080,1.414,2.236,2.000
BRATS_33435.nii.gz,0.8907,0.7745,0.7156,2.236,2.828,2.236
BRATS_33436.nii.gz,0.8798,0.7926,0.7486,2.236,2.828,2.000
BRATS_33437.nii.gz,0.8857,0.7790,0.8000,2.000,3.000,1.414
BRATS_33438.nii.gz,0.8794,0.7738,0.6982,2.024,3.000,4.438
BRATS_33439.nii.gz,0.8718,0.7535,0.7525,2.000,2.828,6.000
BRATS_33440.nii.gz,0.8237,0.7703,0.7331,2.236,2.828,9.055
BRATS_33441.nii.gz,0.8058,0.7773,0.8041,3.000,3.162,10.000
BRATS_33442.nii.gz,0.7827,0.7580,0.7519,3.606,3.606,2.000
BRATS_33443.nii.gz,0.7699,0.7600,0.8246,3.901,4.000,1.414
BRATS_33444.nii.gz,0.7715,0.7608,0.8194,4.243,4.243,1.000
BRATS_33445.nii.gz,0.7776,0.7693,0.7826,4.254,4.357,1.414
BRATS_33446.nii.gz,0.7810,0.7718,0.0000,4.000,4.000,373.129
BRATS_33447.nii.gz,0.8242,0.8242,0.0000,3.000,3.000,373.129
BRATS_33448.nii.gz,0.7867,0.7889,0.0000,4.000,4.000,373.129
BRATS_33449.nii.gz,0.8637,0.8637,1.0000,2.000,2.000,0.000
BRATS_33450.nii.gz,0.9016,0.9016,1.0000,1.000,1.000,0.000
BRATS_33451.nii.gz,0.8848,0.8848,1.0000,1.000,1.000,0.000
BRATS_33600.nii.gz,0.7181,0.7313,0.5000,2.236,2.236,2.305
BRATS_33601.nii.gz,0.7374,0.7716,0.7347,2.828,2.059,8.807
BRATS_33602.nii.gz,0.7387,0.7529,0.7333,2.828,2.236,10.095
BRATS_33603.nii.gz,0.8086,0.7626,0.8324,2.828,2.828,2.000
BRATS_33604.nii.gz,0.8844,0.8420,0.8657,1.414,1.414,1.000
BRATS_33605.nii.gz,0.8893,0.8355,0.8207,1.000,1.414,1.000
BRATS_33606.nii.gz,0.8943,0.8322,0.8582,1.000,1.414,1.000
BRATS_33607.nii.gz,0.9068,0.8449,0.8432,1.000,1.414,1.000
BRATS_33608.nii.gz,0.9145,0.8507,0.8727,1.000,1.414,1.000
BRATS_33609.nii.gz,0.9119,0.8504,0.8793,1.000,1.414,1.000
BRATS_33610.nii.gz,0.9173,0.8656,0.8889,1.000,1.000,1.000
BRATS_33611.nii.gz,0.9119,0.8528,0.8462,1.000,1.000,1.000
BRATS_33612.nii.gz,0.9103,0.8415,0.8312,1.000,1.000,1.000
BRATS_33613.nii.gz,0.9172,0.8605,0.8675,1.000,1.000,1.000
BRATS_33614.nii.gz,0.9141,0.8598,0.8696,1.000,1.000,1.000
BRATS_33615.nii.gz,0.9202,0.8760,0.8553,1.000,1.000,1.000
BRATS_33616.nii.gz,0.9061,0.8746,0.8850,1.000,1.000,1.000
BRATS_33617.nii.gz,0.9145,0.8737,0.8571,1.000,1.000,1.000
BRATS_33618.nii.gz,0.9282,0.8732,0.8506,1.000,1.000,1.000
BRATS_33619.nii.gz,0.9205,0.8975,0.8963,1.000,1.000,1.000
BRATS_33768.nii.gz,0.8990,0.8430,0.8723,1.000,1.414,1.000
BRATS_33769.nii.gz,0.8833,0.8352,0.8818,2.000,2.000,1.000
BRATS_33770.nii.gz,0.8734,0.8296,0.8721,2.000,2.000,1.000
BRATS_33771.nii.gz,0.8824,0.8439,0.8972,2.000,2.000,1.000
BRATS_33772.nii.gz,0.8912,0.8475,0.8713,2.000,2.000,1.000
BRATS_33773.nii.gz,0.8853,0.8548,0.9101,2.000,2.000,1.000
BRATS_33774.nii.gz,0.8703,0.8432,0.9065,2.236,2.828,1.000
BRATS_33775.nii.gz,0.8426,0.8106,0.9038,3.606,4.000,1.000
BRATS_33776.nii.gz,0.9102,0.8872,0.9038,1.000,1.414,1.000
BRATS_33777.nii.gz,0.9291,0.9049,0.8909,1.000,1.000,1.000
BRATS_33778.nii.gz,0.9239,0.9029,0.8840,1.000,1.000,1.000
BRATS_33779.nii.gz,0.8941,0.8789,0.8929,1.414,1.414,1.000
BRATS_33780.nii.gz,0.8928,0.8763,0.8855,1.414,1.414,1.000
BRATS_33781.nii.gz,0.9037,0.8933,0.9243,1.000,1.000,1.000
