name,dc_whole,dc_core,dc_enh,hd95_whole,hd95_core,hd95_enh
BRATS_32609.nii.gz,0.0000,0.0000,1.0000,32.431,31.291,0.000
BRATS_32610.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_32611.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_32760.nii.gz,0.4189,0.4218,0.0000,11.951,11.614,373.129
BRATS_32761.nii.gz,0.0179,0.0179,0.0000,14.318,14.318,373.129
BRATS_32762.nii.gz,0.1009,0.1019,0.0000,36.523,36.541,373.129
BRATS_32763.nii.gz,0.3673,0.3731,1.0000,9.013,8.944,0.000
BRATS_32764.nii.gz,0.2277,0.2189,0.0000,9.053,9.055,373.129
BRATS_32765.nii.gz,0.3487,0.3542,1.0000,7.071,7.071,0.000
BRATS_32766.nii.gz,0.3243,0.3243,1.0000,8.637,8.637,0.000
BRATS_32767.nii.gz,0.4286,0.4286,0.0000,7.898,7.898,373.129
BRATS_32768.nii.gz,0.4496,0.4496,0.0000,6.593,6.593,373.129
BRATS_32769.nii.gz,0.3646,0.3665,1.0000,9.195,9.211,0.000
BRATS_32770.nii.gz,0.6004,0.5926,1.0000,7.616,7.654,0.000
BRATS_32771.nii.gz,0.7059,0.7036,1.0000,6.325,6.325,0.000
BRATS_32772.nii.gz,0.7330,0.7310,1.0000,5.000,5.000,0.000
BRATS_32773.nii.gz,0.7550,0.7562,1.0000,7.000,7.000,0.000
BRATS_32774.nii.gz,0.8073,0.8095,1.0000,2.000,2.000,0.000
BRATS_32775.nii.gz,0.8537,0.8537,1.0000,1.414,1.414,0.000
BRATS_32776.nii.gz,0.8280,0.8280,1.0000,1.561,1.561,0.000
BRATS_32777.nii.gz,0.8111,0.8106,0.0000,2.236,2.236,373.129
BRATS_32778.nii.gz,0.8683,0.8678,0.0000,1.000,1.000,373.129
BRATS_32779.nii.gz,0.8644,0.8776,0.0000,1.414,1.000,373.129
BRATS_32928.nii.gz,0.2083,0.2083,1.0000,16.163,16.163,0.000
