name,dc_whole,dc_core,dc_enh,hd95_whole,hd95_core,hd95_enh
BRATS_32088.nii.gz,0.8672,0.7988,0.8313,1.000,1.414,1.000
BRATS_32089.nii.gz,0.8812,0.8111,0.7973,1.000,1.414,2.000
BRATS_32090.nii.gz,0.8907,0.8015,0.7708,1.000,1.000,1.000
BRATS_32091.nii.gz,0.9176,0.8231,0.7430,1.000,1.000,1.000
BRATS_32092.nii.gz,0.9212,0.8301,0.7859,1.000,1.000,1.000
BRATS_32093.nii.gz,0.9328,0.8512,0.8049,1.000,1.000,1.000
BRATS_32094.nii.gz,0.9199,0.8371,0.7956,1.000,1.000,1.000
BRATS_32095.nii.gz,0.9287,0.8636,0.8500,1.000,1.000,1.000
BRATS_32096.nii.gz,0.9313,0.8584,0.8367,1.000,1.000,1.000
BRATS_32097.nii.gz,0.9249,0.8600,0.8498,1.000,1.000,1.000
BRATS_32098.nii.gz,0.9084,0.8227,0.8189,1.000,1.414,1.000
BRATS_32099.nii.gz,0.9102,0.8374,0.8550,1.000,1.000,1.000
BRATS_32100.nii.gz,0.9107,0.8210,0.8337,1.000,1.414,1.000
BRATS_32101.nii.gz,0.8989,0.8048,0.8163,1.000,1.414,1.000
BRATS_32102.nii.gz,0.9094,0.8178,0.8170,1.000,1.000,1.000
BRATS_32103.nii.gz,0.9282,0.8512,0.8382,1.000,1.000,1.000
BRATS_32104.nii.gz,0.9352,0.8495,0.8678,1.000,1.000,1.000
BRATS_32105.nii.gz,0.9445,0.8664,0.8710,1.000,1.000,1.000
BRATS_32106.nii.gz,0.9436,0.8673,0.8831,1.000,1.000,1.000
BRATS_32107.nii.gz,0.9290,0.8482,0.8966,1.000,1.311,1.000
BRATS_32256.nii.gz,0.6384,0.6395,0.0000,6.325,6.325,373.129
BRATS_32257.nii.gz,0.6562,0.6590,0.0000,5.000,5.000,373.129
BRATS_32258.nii.gz,0.7577,0.7563,0.0000,4.123,4.123,373.129
BRATS_32259.nii.gz,0.8075,0.8075,0.0000,2.236,2.236,19.371
BRATS_32260.nii.gz,0.8341,0.8341,0.0000,2.000,2.000,373.129
